31	49	134	19	94
45	70	700	3	41
28	5	613	100	72
24	49	92	25	85
93	39	475	89	8
10	8	912	30	75
77	77	900	38	54
80	5	460	46	64
60	82	37	90	87
3	4	273	92	11
29	6	348	83	46
66	44	66	86	56
4	96	496	90	72
98	96	246	60	78
33	64	30	64	13
96	77	781	45	23
17	58	122	9	61
19	100	224	16	40
61	93	903	5	67
94	39	559	23	67
1	40	818	13	42
50	17	133	12	58
19	21	203	22	3
56	12	650	56	29
86	61	628	6	92
69	95	980	31	26
9	6	366	6	18
5	86	98	46	47
69	9	956	21	28
90	5	524	14	37
20	15	179	92	47
19	68	347	17	82
40	38	911	49	65
53	90	563	54	81
92	48	345	7	61
16	50	312	8	5
27	58	970	54	97
14	22	428	89	57
6	72	494	68	26
39	69	557	73	5
93	31	78	30	23
26	24	721	89	74
41	37	79	61	70
13	1	639	51	79
54	65	90	58	82
32	28	534	31	75
81	55	857	10	96
37	16	188	70	50
36	82	734	13	22
47	97	159	69	7
85	6	165	83	99
46	62	972	20	53
29	4	505	62	32
65	81	886	58	33
41	59	40	32	78
75	48	442	42	91
95	82	443	99	76
10	58	869	37	11
72	38	912	67	71
13	28	271	62	22
42	37	88	11	74
33	9	365	10	32
45	17	501	62	40
47	82	585	5	8
40	18	473	84	1
90	57	495	47	58
57	82	840	42	44
40	87	200	85	11
55	89	274	49	10
46	97	515	89	4
12	43	777	25	63
59	91	595	85	90
45	76	876	47	61
86	63	43	76	6
26	28	837	37	2
51	80	678	90	5
35	15	561	83	19
53	89	680	9	2
25	56	354	30	48
31	45	578	33	94
17	85	70	60	62
44	52	392	33	79
48	95	600	54	66
75	64	686	14	20
18	15	529	11	35
49	27	605	56	85
85	84	479	71	7
75	99	869	95	49
23	69	210	22	65
81	47	863	36	15
84	79	27	55	64
96	59	599	13	10
55	34	818	20	52
10	90	150	8	20
42	43	868	98	74
91	67	465	21	49
96	12	272	34	30
23	66	888	77	41
51	14	305	42	5
74	79	390	91	35
28	23	958	69	14
92	47	848	78	12
98	14	774	96	35
6	86	485	22	78
33	12	121	89	91
30	75	475	7	21
20	51	229	52	16
39	92	23	65	70
85	59	740	94	36
93	86	279	57	83
48	15	485	20	64
28	47	761	79	60
16	29	413	46	36
72	25	761	21	68
20	40	393	5	80
18	60	560	39	46
14	33	815	34	56
38	68	540	78	98
14	59	134	74	96
32	68	938	99	80
76	91	48	62	66
22	68	913	3	16
32	47	854	100	15
6	74	92	84	45
44	33	902	84	75
60	15	443	78	53
6	20	97	24	42
55	26	239	15	29
73	98	760	62	89
77	22	948	59	65
11	46	713	36	87
24	60	418	48	58
60	67	589	84	84
34	84	538	3	71
71	36	478	63	27
28	65	874	11	36
16	15	589	32	64
54	39	118	95	30
91	41	482	21	16
63	4	584	81	85
98	47	76	64	27
26	1	864	50	3
95	45	309	96	9
44	53	793	92	50
96	81	591	3	59
87	49	868	5	3
75	4	153	21	24
33	62	966	38	51
20	74	268	11	11
42	77	497	49	38
21	5	716	97	44
65	87	760	7	92
92	69	19	99	21
88	42	62	62	94
22	39	676	37	52
79	55	492	3	46
12	98	370	6	90
63	56	346	54	42
42	84	926	25	12
37	40	450	74	83
29	35	982	57	86
50	47	116	79	51
88	1	536	97	27
31	46	681	62	56
53	23	612	74	40
72	51	909	83	27
24	98	347	49	42
73	27	38	75	88
54	76	832	91	29
8	23	772	76	73
9	44	826	14	93
89	47	21	96	59
79	11	892	27	71
21	11	246	46	65
28	39	54	6	88
63	27	909	66	20
20	33	684	86	70
68	64	126	42	75
74	35	666	79	54
38	36	944	24	80
87	41	544	31	12
36	85	36	63	7
58	43	382	36	82
19	100	437	6	13
52	100	591	30	99
98	9	829	11	47
79	4	612	9	74
100	2	917	48	62
74	26	518	77	56
48	13	957	41	95
83	30	292	15	45
17	15	328	24	39
2	3	551	86	46
24	59	598	98	78
49	23	130	20	59
31	7	180	66	51
14	33	505	64	74
59	6	307	67	51
6	15	26	18	3
86	44	200	92	90
78	28	102	39	72
98	99	105	44	12
27	86	254	29	29
45	92	163	86	57
97	83	577	8	84
53	63	873	99	60
99	33	900	21	61
99	9	559	69	89
92	77	604	67	65
70	84	144	31	64
14	94	425	56	5
12	77	686	43	27
67	10	979	55	91
23	14	389	100	74
85	27	29	54	89
75	33	48	26	66
38	1	525	60	39
58	49	296	72	43
49	33	216	46	10
8	1	498	44	51
26	83	792	27	84
40	97	854	62	25
91	25	954	63	20
69	1	560	21	63
40	3	104	80	93
96	73	726	46	24
22	25	411	18	83
67	83	481	46	21
86	49	563	75	26
13	47	532	35	41
44	63	550	41	55
100	19	381	86	11
56	52	213	97	68
84	46	823	75	46
97	17	696	59	76
79	84	336	6	74
88	43	19	98	20
71	40	628	24	60
35	43	274	100	62
64	8	917	5	33
79	16	212	93	25
20	98	144	47	29
42	57	143	31	9
19	57	482	56	60
92	55	436	75	32
7	10	703	95	57
97	44	344	68	92
6	85	924	27	5
90	24	21	91	60
63	96	141	81	38
20	96	268	27	38
23	36	446	7	88
27	42	800	100	32
8	42	126	39	10
21	23	481	2	64
4	20	458	13	85
84	93	906	1	10
94	83	458	69	36
35	12	424	41	78
12	21	719	2	30
10	82	374	58	77
34	95	163	61	58
63	50	316	88	84
21	23	162	85	84
3	17	101	84	90
60	37	952	21	7
55	85	186	98	90
43	74	534	5	59
87	26	340	65	2
93	48	252	36	79
20	21	383	90	33
52	26	967	76	39
94	96	416	52	92
70	77	499	45	15
51	49	27	72	22
72	41	304	90	5
97	68	302	40	35
30	78	238	84	81
73	83	801	40	2
83	4	941	35	35
61	22	934	30	70
72	47	469	59	96
87	10	803	44	84
37	45	245	64	39
96	63	648	84	44
28	58	897	15	83
36	29	794	56	84
77	97	609	81	8
84	63	63	22	3
96	90	891	57	58
77	91	131	65	27
88	96	779	20	38
44	17	442	30	42
37	16	534	81	89
65	3	912	50	77
63	6	905	27	64
65	29	298	65	71
82	96	997	65	90
72	19	336	11	74
59	60	85	29	53
43	72	316	39	34
74	29	697	24	71
11	42	508	62	30
52	26	233	11	22
61	49	219	46	69
29	28	764	26	65
44	18	974	41	53
37	61	11	41	53
27	72	839	90	3
76	49	359	21	75
31	52	20	80	14
62	51	677	26	62
61	73	980	97	61
17	84	904	13	69
67	34	189	5	69
10	30	27	47	100
8	53	36	54	90
26	81	93	90	644
77	15	77	60	520
75	86	72	92	691
81	43	27	1	495
77	74	10	72	748
84	31	43	35	195
20	23	24	20	581
61	5	68	27	980
81	90	7	83	795
1	90	73	54	290
87	3	47	14	717
34	42	69	95	261
11	16	76	89	775
50	24	35	49	601
84	28	32	56	570
84	31	84	7	934
54	55	28	27	819
86	67	60	94	963
47	34	10	84	172
99	20	93	98	248
95	98	68	25	766
54	88	77	37	288
11	4	86	33	20
45	13	12	5	684
75	65	80	98	745
98	98	93	6	141
37	65	55	83	328
60	100	50	81	347
47	42	75	87	94
89	51	100	37	253
38	96	91	98	306
33	22	76	72	931
42	49	34	66	992
92	92	95	82	706
38	23	7	6	681
55	18	89	3	39
91	70	55	14	14
86	12	40	84	832
21	19	88	56	826
1	94	11	9	380
27	72	93	89	731
62	4	80	20	470
86	92	13	28	357
19	23	20	72	950
95	2	42	3	958
62	88	51	95	58
51	46	18	43	249
61	94	51	8	603
11	55	55	68	2
44	69	40	9	876
93	48	40	85	74
60	62	87	24	777
52	70	62	50	484
28	37	26	21	341
85	3	9	29	955
70	18	43	13	801
20	51	96	33	780
9	84	22	80	314
99	80	3	49	501
89	40	34	80	980
12	86	73	58	839
82	19	85	99	492
92	32	48	99	350
12	59	92	95	796
76	25	11	22	567
39	42	75	56	578
68	88	63	30	346
3	19	4	32	964
27	80	58	19	406
59	27	25	84	28
71	39	40	16	120
15	31	1	57	819
40	56	20	71	577
30	81	39	51	415
72	68	77	77	451
33	24	88	67	779
89	25	61	30	303
54	56	7	73	132
40	88	100	68	977
20	62	40	13	507
45	86	72	64	178
76	70	14	24	60
76	31	74	4	910
70	5	16	99	845
16	97	44	59	909
54	5	62	38	208
12	82	71	53	292
50	9	7	16	926
88	76	13	50	476
42	62	28	98	257
25	93	30	70	920
63	91	13	98	674
77	32	67	62	717
65	27	6	9	374
33	75	12	19	755
79	67	23	82	171
61	76	81	61	94
8	48	67	55	669
22	42	48	77	336
78	18	4	73	827
15	26	35	99	397
22	47	34	62	916
56	46	68	85	743
19	89	39	90	892
10	46	48	65	623
12	56	3	7	889
36	26	93	83	284
55	62	52	56	495
37	72	26	42	408
1	98	31	82	809
2	45	22	18	717
87	62	99	40	223
34	61	89	68	823
37	27	27	56	469
80	86	30	59	278
87	98	79	53	731
30	48	50	23	32
23	82	20	59	570
2	87	40	38	192
76	90	2	40	866
19	97	100	80	142
39	50	63	30	61
95	40	15	100	196
39	80	55	86	372
81	37	3	28	809
94	30	76	97	913
25	87	52	72	984
54	12	73	3	119
100	91	26	85	300
91	87	91	56	874
7	88	36	77	291
7	82	68	35	929
72	48	97	24	903
94	43	60	81	234
58	93	43	33	753
35	29	8	83	47
97	11	85	1	14
33	65	83	76	93
66	25	39	57	519
81	70	84	77	887
22	83	77	30	937
76	35	8	99	998
51	47	60	54	34
38	60	70	85	645
7	52	78	85	198
60	83	95	31	132
11	54	28	25	25
7	54	72	42	604
98	39	15	43	988
79	10	30	38	38
89	40	6	1	391
57	82	14	77	100
71	25	67	54	688
11	92	66	55	186
92	47	44	48	198
14	17	78	30	188
43	62	34	26	471
99	44	25	70	596
80	78	47	93	953
51	38	81	11	62
65	58	1	32	592
79	9	17	57	298
72	4	48	96	403
42	37	86	81	834
31	78	38	46	329
4	20	55	48	453
30	23	11	47	932
90	76	2	25	674
59	2	21	61	899
72	51	33	34	622
69	44	62	26	378
80	31	94	59	343
