14	47	175	555	723	533	986	
126	596	800	425	325	641	244	
440	432	434	541	545	74	258	
124	940	199	667	354	900	808	
793	12	920	695	884	84	928	
141	219	705	784	711	677	508	
978	827	25	513	253	96	949	
212	962	555	868	388	610	46	
431	858	629	220	155	641	452	
457	521	386	583	613	623	258	
951	867	191	761	168	867	712	
836	609	25	489	453	684	110	
459	893	884	307	714	56	199	
159	405	272	380	717	931	154	
589	736	441	638	749	893	357	
969	562	102	833	646	631	762	
108	510	812	887	732	743	978	
194	257	82	478	136	276	968	
350	319	217	804	318	178	593	
110	961	742	95	425	823	303	
583	626	959	8	969	389	298	
526	829	264	385	351	440	465	
489	173	228	650	634	117	595	
949	395	560	223	484	327	788	
834	554	830	16	30	804	749	
459	149	483	193	947	64	486	
304	953	198	858	759	371	418	
748	223	314	813	556	254	791	
974	763	633	713	281	162	909	
818	967	797	149	51	868	996	
886	107	509	607	576	269	466	
955	443	30	826	501	70	404	
632	13	715	315	101	643	600	
489	91	689	339	933	860	707	
943	956	640	653	672	586	774	
881	524	689	718	715	791	54	
218	557	834	971	352	508	358	
107	227	696	395	20	742	323	
773	296	849	334	650	388	162	
54	767	946	923	92	34	890	
760	353	769	620	498	460	795	
906	190	860	992	212	127	667	
671	530	95	82	196	640	336	
829	341	739	214	787	208	729	
494	283	621	934	672	145	775	
777	719	406	853	471	504	631	
954	118	756	927	992	29	221	
623	308	659	964	878	977	13	
729	886	52	661	756	785	406	
167	636	341	596	218	541	641	
348	112	694	447	820	365	491	
133	7	979	728	6	559	449	
496	682	776	287	696	178	984	
782	371	668	329	909	849	683	
156	202	622	692	471	167	625	
653	703	764	316	113	768	271	
884	342	436	57	90	577	619	
176	368	530	293	646	340	201	
752	773	766	362	115	61	903	
735	102	37	547	606	156	958	
606	696	488	781	955	94	99	
446	14	17	780	61	452	962	
50	96	157	323	37	179	766	
235	897	941	715	863	134	119	
949	691	958	833	400	208	975	
940	54	934	823	371	700	258	
635	805	909	577	353	93	244	
349	30	507	398	504	924	564	
605	355	673	208	341	910	588	
442	826	821	923	22	141	791	
948	820	521	627	695	204	35	
180	14	394	911	30	578	802	
784	652	942	693	717	470	602	
440	736	844	318	697	939	276	
272	354	80	224	528	432	11	
439	361	530	91	28	999	229	
898	415	52	55	391	54	549	
972	325	357	770	402	556	293	
697	298	379	961	577	573	440	
370	993	256	451	898	7	253	
505	542	338	901	890	685	668	
692	199	365	915	698	510	530	
460	50	446	772	270	127	580	
332	588	893	734	754	313	980	
785	237	806	299	228	509	461	
742	734	132	563	298	496	186	
10	407	166	25	153	215	287	
756	83	536	206	843	478	218	
915	291	918	855	464	425	344	
845	929	49	725	162	416	594	
89	310	465	95	263	107	495	
14	83	796	442	996	926	832	
760	319	616	738	670	579	527	
372	981	772	854	200	160	505	
385	872	678	989	842	24	114	
598	498	159	850	40	112	957	
103	628	427	222	918	761	386	
455	206	25	247	234	274	128	
621	137	710	819	287	4	790	
66	460	802	173	689	382	98	
389	473	793	414	845	378	108	
884	156	480	750	999	884	404	
108	177	329	31	124	857	640	
649	320	188	199	929	317	80	
730	712	502	20	69	546	249	
766	49	146	343	838	238	398	
944	448	648	59	836	964	466	
37	913	377	739	292	887	935	
292	381	770	246	519	138	204	
273	994	887	78	595	3	532	
277	981	746	273	912	77	107	
869	20	165	971	553	150	559	
290	96	434	720	75	916	233	
803	483	720	971	63	380	798	
649	538	209	269	195	935	867	
636	945	783	908	868	376	218	
568	452	461	695	97	74	179	
784	920	175	768	486	878	650	
517	422	9	415	849	435	765	
323	362	208	413	355	124	163	
373	504	16	606	166	961	121	
266	182	111	772	96	657	385	
224	254	215	749	385	755	339	
743	641	449	621	203	486	823	
870	986	830	934	894	192	302	
844	140	153	594	785	335	77	
601	351	381	991	636	662	178	
895	396	37	671	1	620	139	
696	272	350	499	846	574	288	
998	697	769	254	604	812	326	
925	976	328	185	404	344	516	
970	655	951	198	286	719	180	
900	812	115	171	246	139	163	
77	911	887	816	489	398	428	
806	960	341	762	890	1	733	
715	588	954	892	716	201	706	
280	690	103	826	292	560	918	
874	698	124	428	21	987	526	
690	582	676	641	273	997	866	
976	383	580	349	555	866	910	
826	800	724	523	89	210	829	
644	828	946	588	219	813	622	
89	474	720	361	138	173	764	
553	169	972	595	285	29	611	
484	708	897	592	34	128	714	
850	816	346	685	682	311	227	
543	322	720	870	152	257	256	
277	504	197	206	304	193	33	
323	815	55	251	8	621	20	
978	58	1	391	486	554	620	
509	17	209	185	693	811	277	
789	933	242	680	153	971	985	
955	155	829	107	636	782	572	
391	846	880	71	673	606	190	
993	828	925	335	266	48	727	
28	540	780	283	767	342	553	
704	487	118	551	945	588	625	
174	434	962	680	882	985	80	
692	244	491	920	104	367	797	
722	149	84	328	899	701	805	
259	943	774	372	61	684	50	
290	469	645	663	586	285	754	
926	592	639	733	966	427	334	
469	46	691	126	445	801	156	
280	326	308	36	149	696	761	
19	827	976	105	194	645	582	
338	302	493	110	348	923	963	
437	919	969	624	199	253	517	
605	697	494	668	144	176	338	
326	829	407	163	359	458	436	
430	594	36	630	889	63	487	
317	802	554	732	323	932	847	
453	647	475	25	687	774	467	
538	74	685	754	72	364	25	
472	920	772	253	817	621	687	
932	536	490	393	895	859	770	
240	955	211	265	231	323	339	
494	60	25	945	323	175	482	
439	558	23	435	210	339	500	
245	31	637	565	593	613	776	
372	804	170	960	550	75	916	
251	250	211	266	363	584	870	
500	648	595	782	669	665	679	
699	816	336	444	199	474	888	
525	139	597	326	989	727	561	
637	183	336	676	935	218	935	
852	955	710	530	275	932	334	
380	79	954	250	729	812	861	
605	745	468	102	107	458	765	
89	694	787	200	679	176	711	
993	150	875	960	44	864	650	
210	849	112	517	337	924	936	
336	121	742	939	966	562	622	
301	512	756	888	650	178	328	
199	965	555	929	240	441	232	
638	827	698	727	703	411	420	
2	259	232	956	406	859	318	
496	625	638	216	879	65	26	
430	382	885	920	685	692	949	
395	632	497	895	770	571	581	
491	310	983	527	371	481	342	
648	445	80	907	748	974	616	
338	809	269	720	283	463	337	
87	376	818	993	408	534	595	
661	15	331	998	649	717	583	
35	577	564	32	308	190	464	
654	602	51	504	906	881	980	
189	471	234	720	677	23	99	
637	829	629	355	879	894	841	
905	399	957	94	101	646	555	
234	58	609	671	217	540	893	
626	684	519	5	321	448	886	
18	91	201	769	119	503	576	
404	105	612	441	100	966	666	
51	453	816	534	603	640	364	
32	981	386	712	357	220	22	
728	121	680	727	403	391	280	
525	510	612	765	22	791	535	
970	876	962	32	60	284	897	
565	720	831	958	766	403	466	
535	761	559	499	72	64	727	
445	767	166	650	888	494	470	
59	174	435	967	490	860	626	
221	541	702	703	610	258	417	
577	426	282	473	85	769	979	
145	512	852	1	45	623	750	
235	83	872	190	737	193	132	
766	820	870	179	381	434	730	
634	930	698	390	774	553	37	
986	95	458	519	477	95	435	
484	137	585	972	494	763	82	
122	872	166	412	454	58	20	
301	80	840	322	521	80	610	
914	441	471	601	526	351	239	
768	34	693	947	249	842	825	
732	417	963	397	602	463	263	
528	638	597	717	506	630	833	
685	485	751	494	461	631	175	
976	366	555	552	849	376	755	
556	869	92	98	1	136	570	
344	683	360	139	71	387	239	
195	976	109	882	607	361	702	
202	39	644	896	500	985	769	
307	54	219	752	247	781	436	
692	65	543	132	857	724	497	
213	403	366	34	261	353	652	
192	418	989	875	344	888	893	
75	310	899	147	558	681	102	
627	930	28	423	681	650	484	
147	992	412	461	607	182	781	
394	769	552	384	738	468	424	
304	485	160	496	116	477	816	
914	827	992	933	150	442	315	
740	303	418	902	819	737	562	
961	487	72	928	766	486	33	
629	727	674	962	640	771	71	
991	820	598	139	889	169	251	
789	176	851	211	579	50	314	
178	890	785	645	5	499	946	
533	412	659	700	128	296	110	
391	85	489	872	967	824	5	
843	695	792	340	638	317	975	
785	839	531	693	477	996	550	
694	112	651	427	28	883	892	
361	565	68	935	724	283	66	
211	89	837	662	853	37	185	
736	881	818	505	965	880	266	
35	356	397	650	531	686	811	
411	863	685	710	288	442	976	
120	595	894	85	112	905	870	
441	274	412	59	931	465	139	
729	833	723	937	469	434	803	
402	831	456	405	319	755	111	
294	344	801	405	436	350	870	
196	913	994	515	443	818	553	
551	499	583	818	877	718	698	
969	613	161	785	585	335	339	
932	601	456	193	130	361	740	
735	770	385	928	291	740	167	
730	23	928	999	185	956	504	
948	862	173	682	455	633	916	
742	945	197	979	518	278	69	
738	255	464	607	850	402	589	
986	290	650	398	924	983	228	
404	535	362	562	379	746	916	
595	236	621	219	523	402	420	
898	47	523	174	756	134	440	
724	798	79	465	831	456	781	
663	193	618	113	714	567	348	
603	766	509	312	751	485	192	
574	600	507	136	952	114	674	
32	489	665	560	998	722	415	
658	91	158	408	42	560	870	
492	859	494	523	384	595	627	
165	462	833	544	516	850	712	
295	669	347	98	618	971	373	
146	635	923	542	404	364	279	
14	244	660	12	238	852	620	
643	66	133	205	861	470	585	
509	264	516	284	930	486	887	
954	535	212	506	314	180	808	
970	57	259	819	450	733	747	
563	685	532	250	79	853	215	
557	952	770	987	426	671	919	
284	20	787	373	853	225	159	
734	183	901	953	172	72	77	
470	718	193	541	621	603	250	
336	108	971	531	412	908	338	
804	859	589	729	641	75	464	
101	86	558	97	224	314	184	
760	492	698	813	241	84	852	
729	593	274	326	409	295	190	
414	826	131	249	845	745	836	
268	155	85	76	414	545	298	
413	412	658	184	173	646	411	
988	652	801	525	881	119	1	
300	445	706	961	125	648	715	
120	227	13	127	272	698	616	
28	907	825	320	451	423	497	
957	63	349	283	480	492	840	
893	293	628	526	526	21	860	
548	395	235	188	882	901	863	
443	191	443	213	616	82	93	
706	587	409	109	559	985	548	
701	306	864	628	24	550	688	
920	872	963	209	944	33	314	
853	41	813	422	819	824	336	
966	717	835	251	91	718	741	
497	52	369	407	243	103	768	
923	711	23	488	676	710	987	
908	949	755	65	861	153	235	
91	820	876	195	38	380	114	
813	144	575	726	965	497	262	
969	999	835	412	272	571	967	
180	564	998	288	132	146	746	
783	746	182	453	228	911	635	
543	854	713	59	362	673	33	
110	577	751	741	523	285	438	
376	648	124	870	357	69	192	
618	179	292	265	793	603	400	
125	36	394	303	237	643	294	
178	883	64	100	905	655	414	
281	208	446	832	432	787	675	
728	995	333	592	511	804	603	
400	997	566	134	330	889	542	
396	41	359	616	662	254	885	
496	593	792	153	123	144	965	
311	11	395	662	726	351	937	
918	210	164	299	341	452	460	
80	391	851	311	139	472	128	
