720	807	892	
546	814	113	
934	75	454	
645	578	800	
172	211	699	
217	410	311	
586	970	564	
764	474	585	
350	525	292	
847	238	410	
181	447	88	
112	289	417	
420	572	669	
229	396	655	
334	213	472	
162	503	252	
353	302	938	
517	756	354	
615	372	476	
698	552	650	
502	733	988	
893	271	937	
495	826	189	
942	586	809	
939	501	896	
534	63	343	
703	872	268	
761	866	278	
382	670	986	
960	625	505	
118	954	865	
431	816	731	
612	646	135	
295	98	510	
709	944	872	
453	257	943	
276	467	810	
149	1000	296	
811	868	25	
262	240	653	
205	92	962	
981	572	901	
978	316	501	
616	394	928	
162	387	468	
955	330	780	
822	959	703	
649	594	367	
683	66	878	
576	195	324	
632	219	697	
225	468	818	
660	618	426	
671	786	332	
151	937	789	
410	137	755	
55	828	389	
958	777	569	
588	373	764	
550	59	748	
910	715	184	
538	307	973	
182	402	976	
476	125	658	
863	434	771	
620	296	488	
180	41	60	
14	910	147	
909	346	288	
745	454	191	
699	708	640	
254	450	840	
946	201	813	
762	87	53	
617	247	756	
216	605	385	
146	350	687	
102	583	387	
374	71	197	
437	722	634	
1	305	532	
159	663	490	
391	80	86	
578	22	457	
154	591	161	
412	660	989	
638	3	610	
981	212	827	
123	429	76	
723	728	920	
883	290	366	
511	789	401	
571	81	810	
758	784	470	
518	411	781	
948	278	273	
616	144	397	
215	226	846	
740	587	235	
53	334	865	
917	718	495	
661	499	297	
950	353	813	
571	832	520	
19	392	177	
20	723	512	
590	229	979	
255	188	499	
572	299	826	
423	699	876	
233	754	768	
142	172	517	
148	1	80	
275	534	388	
328	733	971	
420	589	170	
73	6	17	
404	952	764	
903	118	562	
131	115	603	
170	351	895	
301	624	734	
452	76	975	
979	82	500	
733	288	273	
112	209	506	
620	829	675	
995	885	841	
890	490	823	
976	995	77	
433	108	212	
80	596	524	
844	500	47	
897	231	780	
123	803	1000	
63	811	836	
294	545	50	
287	852	418	
745	838	290	
800	484	193	
755	180	297	
769	788	552	
598	992	892	
421	191	155	
995	543	194	
773	45	138	
560	827	658	
455	364	259	
503	89	329	
515	707	896	
539	742	932	
183	591	161	
774	458	296	
503	695	669	
531	123	690	
692	214	20	
365	993	220	
125	813	457	
362	362	260	
108	487	541	
537	437	628	
638	250	963	
571	126	683	
645	600	949	
824	269	475	
292	404	745	
924	944	173	
846	373	367	
922	864	297	
896	241	682	
935	469	324	
310	652	112	
833	168	289	
66	544	185	
575	46	746	
807	777	849	
819	988	8	
172	16	562	
565	345	628	
344	728	134	
451	764	267	
8	854	213	
375	364	300	
166	696	518	
170	265	306	
257	74	777	
458	220	451	
277	722	318	
2	247	6	
990	347	966	
458	966	6	
594	562	286	
444	759	8	
496	651	132	
727	885	30	
430	567	844	
836	940	43	
416	889	300	
575	999	764	
812	217	393	
353	745	274	
484	596	35	
752	248	491	
442	865	571	
58	620	650	
576	61	149	
961	664	574	
918	485	882	
542	101	69	
240	410	336	
951	452	62	
337	895	536	
337	123	560	
819	456	227	
421	550	324	
458	833	320	
657	937	901	
338	466	954	
861	439	287	
790	966	805	
55	744	168	
428	386	226	
881	369	911	
99	409	285	
740	445	450	
388	19	769	
874	279	562	
189	120	576	
758	96	286	
117	361	887	
938	842	959	
637	69	186	
228	999	628	
970	273	521	
381	936	332	
871	188	946	
946	791	483	
971	346	58	
308	711	252	
558	44	40	
247	822	909	
659	613	419	
242	853	444	
323	997	897	
797	979	959	
563	88	109	
41	738	243	
534	318	903	
254	369	264	
985	750	674	
814	702	948	
567	307	518	
640	928	343	
488	809	765	
57	380	521	
694	331	511	
770	530	222	
132	50	964	
515	407	941	
449	892	43	
674	103	344	
558	562	608	
363	353	467	
939	210	844	
400	447	164	
414	695	503	
230	990	8	
428	459	745	
330	592	835	
650	168	119	
583	854	470	
206	455	420	
176	432	810	
257	292	738	
95	482	443	
177	163	778	
402	999	524	
662	166	550	
861	737	985	
313	298	725	
34	339	827	
776	637	750	
814	648	854	
209	848	834	
542	158	430	
979	45	573	
345	81	599	
547	134	925	
518	73	844	
612	822	95	
544	187	893	
272	436	11	
144	587	619	
388	111	508	
73	191	200	
22	447	579	
898	357	414	
297	642	208	
728	25	484	
685	93	683	
883	535	3	
206	667	862	
109	931	655	
570	732	263	
28	700	755	
793	762	749	
259	231	378	
675	525	298	
368	708	450	
704	316	441	
513	415	796	
429	374	48	
472	407	459	
216	784	526	
272	295	916	
874	654	901	
762	498	145	
305	433	981	
854	790	777	
446	953	404	
731	286	66	
764	995	76	
316	712	300	
860	881	318	
163	866	669	
702	565	372	
679	679	130	
969	324	228	
877	557	966	
489	777	576	
194	563	252	
658	950	332	
709	281	54	
30	331	329	
364	78	39	
832	425	667	
211	403	116	
40	33	225	
593	532	293	
984	421	34	
371	424	81	
423	327	177	
486	228	278	
567	57	737	
323	123	582	
309	813	322	
830	501	104	
568	67	543	
585	606	392	
675	870	280	
75	104	686	
237	94	826	
409	170	172	
653	356	126	
331	841	311	
911	41	778	
984	610	658	
266	275	506	
913	682	173	
696	519	106	
961	110	478	
467	56	771	
737	123	670	
34	107	209	
124	584	528	
63	797	462	
224	161	587	
473	98	465	
976	270	36	
205	64	137	
475	476	561	
670	367	954	
175	234	56	
994	382	356	
166	874	143	
584	345	881	
896	947	519	
67	129	780	
787	916	658	
949	330	997	
684	127	754	
252	250	927	
401	302	548	
710	122	366	
628	954	351	
366	337	410	
560	225	113	
27	10	661	
986	569	724	
598	1	796	
268	357	969	
84	491	689	
548	553	6	
223	643	493	
25	315	205	
972	241	520	
265	775	136	
73	25	1000	
710	409	227	
857	886	710	
974	444	814	
295	241	896	
773	208	209	
732	119	277	
86	112	318	
944	991	748	
219	416	923	
887	330	401	
263	960	771	
501	600	78	
939	706	518	
880	68	74	
667	967	320	
362	364	639	
127	273	442	
