329	954	431	760	553	315	
723	386	277	496	269	54	
168	835	27	521	614	711	
862	595	679	320	524	790	
485	609	337	566	736	687	
608	170	757	896	903	764	
564	503	818	117	626	750	
4	818	417	301	598	759	
49	591	952	831	364	410	
134	297	214	716	554	796	
661	954	644	766	236	477	
753	937	255	35	139	226	
881	676	251	684	62	286	
61	648	442	663	403	729	
982	457	457	261	204	869	
568	511	44	564	7	558	
802	8	127	173	581	26	
627	332	98	588	1000	901	
704	910	906	532	906	859	
23	832	457	487	782	529	
868	76	789	717	752	510	
537	390	675	45	610	483	
85	909	77	638	223	868	
486	204	562	322	239	872	
281	520	595	417	68	591	
102	264	291	419	78	34	
391	388	133	632	491	937	
169	905	947	520	549	574	
752	914	678	967	211	18	
708	842	123	643	664	7	
93	128	343	342	501	601	
181	985	112	448	92	349	
296	91	241	529	831	367	
358	757	356	55	390	631	
153	690	773	213	340	922	
923	126	731	728	621	673	
452	49	102	171	799	577	
501	713	39	108	475	417	
847	812	95	929	500	185	
513	364	464	178	641	432	
680	589	344	438	365	698	
747	90	377	183	707	285	
543	350	363	947	931	564	
990	770	305	21	157	331	
310	3	462	742	854	479	
245	537	997	52	659	646	
246	440	34	420	305	209	
10	36	990	851	268	46	
186	527	361	425	833	588	
412	280	628	915	534	436	
717	489	280	287	427	372	
574	574	623	982	449	303	
865	961	971	981	929	653	
936	38	779	795	600	951	
335	90	995	361	532	654	
259	419	450	762	403	220	
615	715	592	861	630	639	
583	324	342	231	111	961	
9	896	247	653	947	126	
259	400	557	101	138	335	
620	387	214	546	153	448	
365	145	388	853	36	532	
425	916	572	209	770	254	
400	722	806	338	752	100	
523	32	498	869	869	344	
162	399	529	372	579	291	
891	649	652	208	39	561	
819	850	575	731	61	538	
64	570	516	798	685	651	
202	792	902	145	885	531	
32	990	616	800	988	67	
141	842	822	391	914	515	
539	638	53	4	270	773	
909	141	569	762	349	866	
723	183	358	380	168	99	
807	888	370	492	326	81	
609	227	572	934	936	687	
340	568	393	686	928	782	
964	739	672	100	185	391	
380	871	376	763	737	918	
877	904	836	728	934	211	
447	932	487	711	76	533	
260	327	463	228	812	983	
785	906	976	168	936	213	
520	780	208	636	482	292	
790	895	696	366	802	746	
662	851	933	979	645	819	
846	672	709	100	459	534	
886	908	638	881	162	614	
90	548	131	927	697	415	
300	387	402	447	357	55	
609	1	645	39	138	691	
357	131	620	120	23	175	
773	354	509	659	648	348	
253	989	554	489	210	878	
528	784	130	757	784	584	
828	235	210	955	333	923	
472	150	857	765	530	29	
761	281	173	215	598	711	
473	752	36	63	391	957	
165	390	854	394	646	410	
578	893	74	625	600	601	
694	204	509	976	360	601	
950	784	715	80	389	132	
658	173	42	813	887	70	
375	192	330	312	364	748	
142	706	320	149	601	396	
940	178	926	943	309	398	
284	514	863	542	124	293	
770	47	805	354	604	156	
95	313	37	115	437	375	
376	942	618	394	703	476	
808	715	503	442	83	94	
960	863	901	772	247	302	
897	523	329	861	381	165	
372	63	772	77	461	913	
533	370	590	891	228	802	
133	872	457	342	421	658	
359	324	742	727	632	570	
29	806	199	649	689	962	
280	122	94	349	471	390	
276	975	635	437	161	218	
982	491	156	474	346	683	
788	998	112	972	501	896	
243	960	5	115	439	566	
920	565	368	475	391	268	
499	429	954	129	878	333	
1	941	113	33	381	612	
550	126	943	152	8	925	
373	912	971	868	557	862	
644	126	518	184	463	548	
531	57	23	135	731	924	
361	479	399	522	871	216	
202	795	583	50	808	442	
768	349	537	456	140	746	
91	482	74	312	558	427	
126	35	553	593	888	625	
519	866	917	883	296	665	
213	199	719	605	627	520	
187	321	441	25	247	594	
741	559	804	334	55	526	
436	443	482	995	789	542	
328	755	846	227	253	128	
621	496	76	574	539	275	
177	735	411	367	383	244	
255	552	528	445	234	848	
162	503	507	374	330	116	
328	135	274	744	144	553	
157	32	154	165	828	491	
724	345	144	739	970	390	
485	574	401	977	43	786	
14	100	279	675	654	758	
131	696	849	208	473	674	
332	360	534	307	705	131	
680	450	176	800	824	371	
670	736	550	352	318	875	
945	741	608	377	620	83	
580	827	246	876	146	410	
918	719	525	520	755	318	
947	860	126	117	484	104	
902	699	958	514	696	560	
916	44	830	195	974	533	
658	616	270	433	101	745	
537	147	82	365	824	773	
297	484	802	146	120	916	
547	482	953	206	405	453	
698	525	668	621	575	588	
25	659	47	492	290	461	
672	507	415	375	667	317	
424	307	16	791	826	362	
168	55	908	542	430	163	
612	199	174	799	940	895	
617	234	769	297	437	802	
664	369	598	140	279	617	
566	267	61	286	903	543	
768	796	732	923	888	486	
175	193	286	744	322	829	
996	869	314	156	230	77	
296	607	679	486	224	365	
860	168	131	349	573	13	
230	500	920	699	682	706	
26	28	325	921	182	823	
791	929	924	397	550	46	
434	96	416	228	138	75	
603	164	572	626	627	560	
45	85	730	785	899	907	
563	986	20	633	420	183	
675	157	833	578	21	377	
125	9	108	480	696	38	
427	468	687	755	427	431	
295	730	873	433	992	625	
277	408	730	929	356	132	
240	745	550	556	354	709	
832	197	412	811	44	495	
426	302	510	992	268	15	
972	780	961	945	263	524	
786	925	707	996	672	89	
48	958	586	59	47	681	
970	695	835	98	10	492	
694	448	490	696	987	337	
993	762	852	574	291	371	
903	694	268	529	447	352	
365	468	771	47	147	146	
46	373	157	267	104	382	
495	896	812	788	915	22	
590	762	690	93	673	516	
34	805	378	732	608	34	
512	712	305	233	776	273	
399	457	654	548	934	66	
66	559	737	497	642	327	
400	746	906	980	595	517	
593	118	788	470	327	305	
574	958	568	359	173	993	
788	488	382	53	100	319	
495	544	126	618	441	294	
68	337	338	167	747	578	
301	846	394	866	482	906	
668	620	393	604	5	56	
117	681	922	489	653	965	
382	785	343	204	187	128	
968	799	809	290	450	693	
795	612	819	288	313	127	
188	474	622	86	3	488	
88	844	311	579	920	922	
475	231	367	163	60	330	
265	488	123	948	718	445	
562	299	340	179	755	907	
894	666	494	406	789	352	
504	833	563	432	253	983	
78	403	531	383	919	863	
186	738	301	850	157	754	
466	964	446	811	485	788	
532	165	356	265	985	255	
897	861	197	40	414	459	
859	715	907	235	484	293	
959	201	144	784	772	411	
14	365	885	319	884	454	
761	189	850	867	861	662	
953	252	847	437	127	387	
603	430	79	500	65	770	
601	843	167	79	149	390	
234	398	645	968	505	488	
132	826	575	473	544	271	
319	206	81	324	601	753	
658	199	467	390	317	763	
439	808	347	873	603	745	
441	67	246	657	265	921	
859	248	615	471	393	888	
196	144	803	902	641	166	
469	246	851	848	306	887	
630	507	21	773	322	256	
25	504	388	290	51	246	
74	546	66	709	45	97	
817	436	136	939	551	926	
364	761	336	246	823	821	
667	979	677	618	819	72	
708	726	204	897	543	526	
526	154	589	879	720	730	
295	202	773	153	64	768	
90	576	955	824	917	666	
393	867	983	994	474	470	
115	464	652	970	159	420	
185	416	483	716	740	784	
998	561	674	497	286	247	
629	291	389	377	955	266	
431	173	866	620	785	827	
196	546	702	916	414	494	
469	679	87	139	804	750	
69	856	217	261	526	236	
851	960	652	185	464	864	
731	886	897	57	777	491	
352	106	559	859	32	19	
588	725	215	477	706	827	
763	281	127	840	842	458	
709	622	885	934	772	859	
344	674	960	612	738	847	
84	983	740	474	359	875	
94	976	982	665	417	827	
216	169	159	251	569	385	
36	815	84	341	611	677	
869	118	447	264	106	282	
293	492	321	922	10	896	
141	477	251	589	626	757	
597	90	178	938	851	808	
190	598	747	525	168	700	
621	796	137	469	617	825	
143	75	803	536	786	509	
45	37	229	98	902	939	
506	567	673	759	435	97	
102	44	946	513	123	685	
97	47	988	985	47	394	
575	550	446	957	278	146	
778	447	538	220	495	976	
803	453	637	865	515	403	
536	602	526	73	842	566	
683	84	930	828	528	283	
876	812	73	722	273	858	
94	434	923	287	575	353	
431	98	836	244	172	523	
227	114	894	290	424	102	
252	122	521	712	546	674	
799	428	453	163	591	70	
79	743	422	692	519	219	
936	170	682	116	180	478	
62	70	550	168	797	416	
947	95	738	710	332	133	
249	411	566	863	777	962	
130	509	482	669	904	317	
538	623	27	141	848	324	
32	631	598	106	924	233	
843	861	867	749	586	932	
279	435	339	385	892	10	
884	432	950	155	364	218	
827	239	873	513	930	719	
642	326	53	957	206	278	
338	690	483	875	825	163	
130	472	346	842	724	421	
273	667	800	717	100	445	
868	655	348	170	646	862	
78	282	54	862	432	47	
839	889	286	675	778	794	
819	519	912	423	307	136	
351	13	843	8	608	877	
930	157	23	834	39	721	
988	384	816	73	612	362	
322	646	505	432	111	757	
302	150	918	540	585	383	
284	297	906	504	422	287	
365	251	74	828	629	774	
772	856	342	471	188	644	
779	470	804	263	681	522	
175	461	519	170	976	953	
88	640	846	36	810	966	
167	862	368	294	72	578	
786	293	306	359	888	118	
873	145	541	282	105	42	
466	647	467	468	882	648	
912	846	741	333	105	998	
573	419	619	239	532	923	
841	427	237	367	913	907	
109	757	192	874	637	960	
1	159	591	746	992	735	
239	295	995	660	167	964	
827	729	43	392	134	311	
130	781	346	270	626	214	
327	374	265	6	116	341	
910	396	155	872	334	747	
322	596	387	492	119	790	
789	66	671	511	595	235	
108	378	880	372	26	68	
186	626	772	317	270	601	
316	804	700	816	481	770	
430	849	637	292	397	818	
134	947	60	322	429	123	
742	791	820	745	575	794	
498	731	23	645	383	516	
383	112	877	806	169	49	
316	962	227	896	393	633	
613	74	614	154	157	419	
699	331	472	776	581	986	
923	117	724	603	962	476	
999	448	818	820	397	450	
380	222	333	122	185	218	
191	1	763	722	330	805	
531	649	541	635	115	398	
722	413	638	510	513	750	
497	835	616	352	36	579	
180	96	47	632	988	465	
177	39	465	180	364	780	
815	488	131	609	173	934	
492	205	603	158	118	794	
888	386	891	415	914	447	
494	703	219	371	396	572	
185	541	130	482	346	839	
699	610	930	533	710	58	
871	963	747	576	237	642	
725	460	687	54	841	22	
894	447	554	799	224	711	
6	717	455	818	432	736	
684	946	376	393	181	846	
806	324	179	962	353	54	
861	567	465	270	564	710	
539	135	606	759	629	176	
695	916	721	412	814	379	
937	233	37	521	84	557	
482	554	648	9	115	288	
26	992	279	348	713	69	
10	339	807	756	513	392	
491	215	842	114	598	729	
128	578	376	67	4	427	
692	911	644	774	869	763	
651	142	218	34	616	435	
1	428	945	143	893	98	
827	708	693	839	157	34	
5	721	469	569	681	515	
535	113	861	312	66	607	
995	445	117	25	577	90	
706	306	339	302	891	501	
4	770	872	463	800	206	
210	338	483	552	153	749	
10	327	475	529	402	145	
83	191	707	879	587	174	
467	731	479	210	196	203	
680	42	892	510	173	485	
821	130	686	241	334	728	
908	3	340	427	691	264	
19	849	611	259	827	840	
513	23	243	914	660	798	
421	769	417	489	911	591	
838	488	814	493	356	4	
845	706	424	808	472	978	
934	146	752	291	893	507	
206	215	745	686	410	330	
770	82	821	51	777	469	
370	849	754	121	412	125	
833	227	931	764	361	670	
502	958	171	637	392	824	
423	565	823	259	935	121	
86	17	697	448	607	24	
634	697	681	493	538	852	
295	598	222	22	416	831	
328	79	637	162	508	319	
310	177	923	889	541	320	
658	475	53	306	469	423	
46	399	270	77	937	805	
83	471	735	321	303	896	
199	4	500	550	816	451	
384	486	871	813	420	516	
476	903	588	982	28	908	
225	666	471	403	678	195	
820	73	211	163	637	529	
972	280	320	451	436	504	
470	432	13	227	177	689	
903	900	82	990	294	997	
432	789	139	66	687	575	
679	5	727	262	404	124	
412	14	350	884	967	224	
16	108	257	58	248	186	
364	996	921	729	188	888	
19	266	88	241	205	572	
854	716	9	341	562	805	
523	147	922	176	855	272	
525	954	324	533	472	232	
762	350	197	640	6	57	
514	605	884	892	40	920	
887	868	549	972	801	203	
321	425	849	885	531	878	
308	489	281	116	781	622	
658	118	230	433	427	634	
308	556	403	90	632	781	
738	548	610	26	71	293	
452	303	783	567	801	41	
92	490	658	950	947	557	
957	91	617	148	717	55	
88	626	871	205	169	348	
401	344	520	362	794	508	
144	950	640	452	427	879	
265	963	886	65	651	819	
829	318	682	915	810	817	
77	234	344	384	380	674	
118	761	514	55	781	412	
25	991	601	621	895	569	
482	325	552	708	436	943	
657	511	640	213	452	571	
534	767	777	789	194	459	
663	250	932	617	771	602	
981	247	297	911	152	909	
424	140	361	163	659	737	
294	910	158	83	820	995	
329	595	967	151	664	477	
666	372	286	239	134	267	
729	27	54	133	804	255	
8	55	288	147	839	153	
765	537	193	425	482	514	
782	467	829	13	261	280	
692	126	425	460	622	370	
392	181	144	851	215	881	
539	246	480	253	119	274	
960	683	45	353	992	833	
195	680	772	174	53	45	
589	979	416	628	18	868	
971	575	444	63	547	890	
709	537	460	896	491	565	
85	319	216	66	70	500	
178	340	92	65	292	63	
308	93	846	573	112	146	
972	984	894	60	32	532	
271	647	209	224	271	42	
763	397	223	340	380	554	
34	629	396	345	394	583	
