607	464	981	221	850	379	
798	908	857	1000	125	830	
128	591	172	262	749	240	
617	673	465	515	216	927	
991	973	397	217	50	501	
534	564	482	389	242	859	
376	773	747	672	186	355	
339	182	192	67	309	294	
716	246	956	947	310	675	
162	461	712	32	775	8	
290	598	502	983	270	274	
307	735	459	77	796	951	
169	782	771	465	354	582	
816	863	415	299	438	551	
128	486	179	355	368	353	
169	491	335	771	807	432	
664	573	246	230	441	138	
198	43	482	691	79	56	
28	228	525	751	446	653	
638	497	933	871	899	701	
733	350	118	348	81	277	
978	255	889	867	713	164	
390	289	557	202	196	556	
6	283	358	123	711	296	
362	851	384	937	801	278	
356	735	139	324	28	49	
259	468	740	559	543	985	
967	233	706	593	871	656	
173	88	37	590	139	540	
970	394	995	521	464	295	
207	904	99	455	824	408	
802	943	516	876	716	437	
119	166	393	288	470	873	
760	875	939	270	777	568	
569	938	262	22	211	697	
216	674	38	399	597	807	
770	864	981	357	369	165	
580	165	16	942	660	339	
516	881	594	528	464	762	
161	642	531	315	203	65	
167	288	164	492	259	334	
874	728	835	256	20	577	
22	295	551	637	788	1	
704	715	278	735	338	407	
627	824	837	712	602	355	
737	66	502	829	201	233	
72	252	688	857	637	653	
788	949	998	535	547	930	
810	557	456	759	948	386	
837	290	408	422	209	80	
519	154	575	38	607	530	
51	26	346	167	405	973	
295	350	478	102	501	218	
50	576	272	641	332	810	
854	382	243	612	759	598	
268	548	591	750	662	458	
701	134	722	594	716	430	
794	701	766	737	120	584	
622	877	596	125	380	290	
408	182	814	401	674	357	
634	744	311	936	824	760	
242	940	79	130	822	597	
499	983	547	670	299	530	
559	944	3	679	191	363	
695	131	112	186	764	660	
823	37	786	807	145	574	
863	943	304	898	510	461	
937	502	121	784	811	437	
363	356	403	215	66	153	
582	478	223	351	905	339	
56	298	877	132	96	293	
8	234	196	225	567	389	
583	506	518	480	103	607	
693	757	922	162	460	757	
355	525	100	893	497	847	
601	206	89	417	335	144	
338	372	420	617	879	42	
962	498	479	659	517	215	
643	792	284	79	883	486	
493	970	605	918	767	967	
759	678	792	833	827	663	
666	252	611	306	794	173	
433	2	593	186	876	761	
1	638	123	558	11	14	
6	180	89	889	929	689	
121	471	564	450	403	447	
71	280	317	384	968	717	
859	369	806	346	509	493	
918	181	56	254	439	731	
148	694	399	223	782	837	
344	710	313	206	300	20	
545	51	536	601	60	852	
813	9	381	831	286	229	
141	793	412	759	977	212	
194	477	23	837	657	180	
17	680	381	85	867	230	
183	152	705	108	231	755	
1	21	224	853	28	749	
802	602	755	784	272	731	
103	545	959	990	912	48	
70	821	934	70	520	652	
340	895	95	770	992	960	
897	93	671	208	955	80	
5	585	425	299	479	908	
359	884	375	54	868	572	
8	299	475	125	895	339	
956	949	441	901	75	893	
664	253	218	725	354	554	
707	931	513	373	685	291	
286	538	638	748	44	465	
438	237	748	552	623	918	
494	105	158	885	957	523	
838	667	848	617	8	420	
478	550	197	13	558	194	
304	576	353	144	640	118	
356	604	910	166	3	758	
443	338	63	443	529	413	
988	796	452	179	527	23	
773	337	80	594	906	567	
358	206	141	429	971	806	
427	822	14	840	907	763	
827	535	168	745	290	710	
671	867	429	671	376	560	
59	656	313	123	934	285	
917	458	171	273	479	655	
649	976	871	43	324	944	
97	38	193	105	924	905	
938	689	559	224	236	489	
171	810	635	539	292	31	
880	157	979	679	133	724	
890	896	968	187	405	894	
475	869	102	628	889	290	
841	653	157	544	465	364	
472	521	450	887	847	31	
41	296	411	509	808	762	
703	303	542	401	878	916	
188	928	104	11	146	362	
669	337	478	620	79	566	
218	624	472	228	41	477	
244	871	550	398	501	498	
901	663	556	173	396	415	
176	736	89	33	859	794	
321	239	559	770	159	672	
623	685	850	31	631	601	
154	231	823	644	13	732	
