420	1000	644	284	397	810	
687	516	579	863	797	651	
578	961	579	362	343	234	
701	897	463	461	138	649	
156	487	687	667	207	971	
420	286	109	146	114	787	
229	711	493	68	799	194	
208	591	554	171	598	32	
568	826	519	329	81	504	
695	522	824	186	319	126	
984	239	760	67	808	508	
199	823	913	925	79	393	
775	830	199	803	977	155	
737	83	727	816	536	73	
372	227	565	78	36	24	
271	649	873	506	420	733	
833	541	280	661	728	6	
318	279	775	570	271	45	
678	676	856	455	909	671	
807	301	187	823	240	441	
268	414	83	578	859	689	
700	392	112	356	567	727	
740	219	368	652	886	238	
986	922	121	225	996	406	
710	615	916	149	111	341	
842	949	737	663	377	941	
804	982	123	17	94	90	
90	326	289	230	327	306	
384	903	113	222	263	827	
840	397	89	301	646	897	
512	305	683	831	658	715	
662	623	64	29	251	98	
569	554	235	868	861	798	
763	959	754	197	985	873	
944	989	82	30	510	484	
575	69	685	23	502	670	
974	325	731	812	731	274	
901	498	988	602	699	54	
802	706	745	421	572	592	
543	894	393	985	73	479	
740	262	705	253	889	336	
212	370	842	21	995	882	
743	64	431	939	468	589	
80	968	316	672	968	332	
722	142	721	64	650	626	
323	3	376	661	670	899	
35	807	167	798	298	539	
332	484	851	932	177	945	
963	132	841	557	523	592	
845	557	163	923	348	711	
195	171	199	751	66	631	
10	524	51	914	936	957	
166	203	464	920	983	955	
789	924	160	797	125	601	
154	894	860	665	314	615	
142	775	664	778	343	407	
567	330	759	665	385	663	
633	463	458	8	344	452	
180	756	109	412	135	454	
196	396	592	535	866	291	
699	892	72	841	325	846	
796	847	307	765	644	901	
533	530	46	399	100	685	
148	931	339	871	657	750	
622	783	390	649	822	43	
853	12	68	276	189	278	
422	402	134	396	83	256	
477	346	571	960	192	988	
325	304	28	570	558	55	
457	658	595	589	723	512	
423	604	445	67	468	508	
83	269	334	256	116	176	
910	960	53	594	55	359	
933	232	999	732	461	838	
133	440	601	141	393	815	
425	938	295	277	155	653	
16	765	329	912	477	863	
997	955	435	668	823	540	
525	447	472	850	535	368	
555	663	332	321	504	501	
875	132	889	690	772	947	
627	38	350	971	173	879	
175	196	733	839	310	462	
100	985	180	26	359	335	
711	51	301	334	703	263	
940	174	528	532	214	168	
393	230	519	458	135	51	
708	24	482	768	791	140	
339	925	439	899	919	454	
564	792	878	439	768	439	
796	779	344	318	123	638	
306	989	311	770	931	171	
7	663	934	362	380	565	
892	814	621	26	960	642	
959	437	634	438	502	192	
912	389	436	856	936	12	
913	200	980	637	946	819	
542	589	891	585	993	478	
809	978	897	958	884	140	
58	818	639	39	772	24	
568	644	878	254	489	230	
847	977	790	112	249	896	
757	910	239	646	240	97	
742	374	225	677	737	400	
