249	499	545	296	793	537
633	113	604	688	325	27
193	752	858	328	593	807
757	394	289	513	534	984
182	360	944	909	937	609
200	37	227	723	451	787
117	757	356	747	120	690
210	59	713	759	563	566
594	44	61	929	381	889
334	331	378	889	723	672
727	673	793	242	941	990
343	279	40	402	849	529
474	965	998	938	629	342
1000	79	95	611	277	698
873	260	631	156	607	793
765	814	781	552	582	436
553	910	916	887	551	222
861	865	976	754	755	463
175	951	646	292	700	114
370	321	834	170	61	151
461	647	856	943	452	420
961	789	603	101	912	394
101	266	183	900	811	71
582	754	773	187	846	84
154	240	896	969	675	644
603	205	663	732	893	493
434	39	286	218	422	583
403	943	53	676	283	608
394	697	434	59	980	695
118	332	852	667	19	458
317	160	93	789	252	182
5	858	371	614	498	583
839	573	990	314	576	185
450	166	737	19	372	550
176	708	571	262	537	781
407	963	756	926	238	491
483	585	970	612	135	539
652	669	328	11	274	988
440	408	998	374	204	622
692	335	691	154	477	866
721	149	191	904	877	51
788	334	871	352	612	841
627	975	773	190	869	515
70	317	496	543	551	54
411	877	322	955	241	217
121	412	471	528	604	559
496	322	109	696	213	608
579	605	218	988	384	236
42	296	829	903	451	66
101	481	459	459	427	295
826	758	26	533	812	67
775	98	339	963	342	29
133	418	50	676	820	205
219	198	64	674	867	542
944	637	327	673	884	118
304	498	472	962	730	515
279	837	76	661	447	64
100	85	412	637	427	698
296	240	713	675	670	291
187	296	187	241	146	417
5	983	997	70	702	690
676	508	92	389	421	534
822	437	63	308	538	265
963	405	230	454	834	874
320	110	256	912	969	693
570	953	425	268	58	928
434	533	937	811	608	656
821	335	305	177	774	675
335	398	314	235	836	721
345	318	162	241	860	822
137	766	67	761	978	437
322	827	293	784	34	380
13	950	872	778	990	542
207	245	580	337	172	174
437	515	956	147	556	621
534	575	504	232	556	657
870	797	27	143	126	937
927	693	181	768	388	911
862	316	20	682	780	833
367	123	533	639	248	903
382	515	280	965	642	556
202	64	823	360	695	929
843	649	985	929	633	95
1000	249	640	784	525	1
306	408	173	546	365	844
447	97	971	527	534	136
133	761	358	790	406	553
930	511	144	41	41	744
66	691	276	248	565	231
280	88	643	454	908	71
83	150	915	450	121	676
213	646	916	918	618	106
841	928	295	820	272	466
160	855	301	81	322	877
141	21	484	902	191	858
104	888	290	967	93	296
661	423	502	964	393	167
595	526	7	161	559	734
466	451	322	863	237	445
473	333	898	927	731	238
805	254	363	627	102	483
853	732	339	661	688	789
835	581	752	537	595	996
17	106	95	501	406	828
670	823	670	807	830	204
500	518	587	457	707	488
609	894	753	940	528	947
156	633	774	389	133	69
722	523	817	904	317	879
885	526	656	355	177	617
461	549	190	51	54	495
655	155	261	543	292	840
853	725	786	876	949	153
169	123	249	953	403	351
887	185	158	405	62	125
109	401	454	99	639	96
924	129	906	465	905	105
522	442	548	247	747	478
632	134	923	826	227	403
276	974	380	325	690	921
891	487	547	126	908	503
252	43	441	779	919	588
701	384	49	511	532	717
545	31	47	144	264	728
137	952	945	590	519	996
468	863	289	416	941	933
368	555	734	768	521	685
50	544	874	309	803	787
641	419	862	846	491	52
72	500	490	633	579	85
297	165	931	420	334	58
382	444	485	100	426	945
728	728	538	772	463	794
554	488	255	278	709	303
85	898	628	476	799	319
176	40	142	472	685	356
610	207	461	23	455	211
530	801	98	1	18	76
817	904	352	879	980	588
732	39	748	344	30	84
452	805	706	810	38	986
366	433	23	351	535	36
517	663	765	145	216	933
778	889	793	877	901	567
696	97	436	856	498	927
385	34	293	100	836	869
479	66	542	941	377	364
875	259	405	767	959	255
475	404	44	426	194	844
45	356	696	992	5	69
131	325	764	789	264	805
426	715	71	278	695	866
145	17	428	934	724	943
41	146	891	506	947	508
145	294	33	554	830	446
610	668	887	22	271	981
879	118	689	459	99	405
770	307	670	202	537	258
209	3	806	653	563	324
193	297	709	500	949	929
902	866	740	500	799	105
779	210	296	710	131	991
662	75	239	462	638	912
803	132	91	284	102	712
297	552	558	113	887	465
963	177	899	537	115	369
688	262	965	261	357	911
778	415	603	536	529	65
475	811	514	792	918	641
793	180	576	772	261	439
465	502	816	852	964	6
555	599	844	754	889	667
512	451	392	104	609	428
793	177	307	326	382	34
868	829	778	737	163	514
398	283	221	992	541	243
248	3	655	741	37	502
470	812	829	356	345	354
333	581	967	462	871	316
664	998	70	658	682	978
426	553	975	283	614	333
570	821	278	791	813	708
817	826	935	132	683	303
536	953	376	935	703	163
390	834	783	631	241	693
180	201	871	79	837	43
657	903	520	104	868	999
498	481	666	782	63	247
984	572	882	822	252	167
738	912	203	551	423	720
744	664	775	682	566	430
323	597	878	842	932	829
42	552	365	746	919	966
842	783	417	442	570	156
202	69	798	693	486	7
564	187	277	392	286	476
146	135	121	615	427	947
922	770	884	826	198	249
583	156	676	497	245	310
605	320	691	968	623	514
204	626	71	702	928	619
199	325	169	912	531	701
888	341	759	92	415	712
435	972	746	305	446	209
544	856	963	174	500	650
388	463	423	351	112	6
459	297	754	269	619	782
516	449	21	579	331	555
628	289	362	421	847	251
354	949	302	883	439	318
248	627	373	396	918	352
133	13	203	203	473	644
894	52	964	414	986	500
974	810	715	689	254	442
313	703	51	38	876	812
362	709	124	830	175	540
942	355	110	990	933	438
504	589	456	46	497	431
890	403	744	419	336	419
774	180	343	101	429	282
815	828	689	88	166	815
174	208	57	827	537	145
485	243	2	459	562	170
536	742	329	500	563	36
740	404	109	788	804	371
943	779	859	638	796	322
302	694	888	228	797	830
64	864	37	82	39	823
396	428	707	129	647	614
402	381	720	316	327	115
609	670	541	796	633	507
462	934	215	932	734	900
486	870	566	798	932	978
622	216	937	412	104	686
653	206	594	311	195	921
880	233	94	118	359	454
209	565	637	694	674	604
227	69	255	502	633	330
599	927	391	848	840	734
645	604	404	3	693	94
61	74	1	980	859	36
870	435	103	36	180	692
601	307	861	984	373	83
831	293	989	354	614	9
24	883	917	703	860	969
571	882	338	631	929	75
486	628	404	896	487	139
123	482	870	674	508	786
381	420	763	483	83	274
337	440	997	344	489	12
684	610	271	733	677	367
943	973	858	113	24	917
282	509	505	649	951	134
961	244	595	640	806	697
528	762	295	383	480	239
746	896	966	805	206	441
70	824	534	418	498	878
906	729	41	715	255	754
594	743	486	53	943	165
361	71	494	205	807	462
892	889	680	430	250	699
606	164	978	8	236	151
204	623	300	104	8	261
914	728	364	627	34	152
170	136	165	388	685	418
331	774	232	627	449	608
575	665	200	574	955	31
623	261	178	329	489	933
422	263	30	54	652	184
75	360	316	82	688	821
633	490	302	106	221	25
766	215	872	138	794	800
381	806	66	896	744	493
363	645	311	646	13	99
657	914	61	183	276	208
757	574	155	66	846	714
202	866	344	428	350	22
539	70	144	871	780	318
13	992	885	549	210	568
494	545	544	347	814	773
681	700	650	407	477	156
363	468	234	485	322	671
243	245	847	94	119	264
581	476	612	592	583	997
126	73	306	915	801	971
429	464	865	139	514	489
676	116	925	652	932	320
273	961	123	402	863	384
286	776	945	685	790	300
116	773	425	552	738	414
486	23	163	149	481	773
137	779	890	375	13	568
52	156	19	2	575	831
841	650	199	462	486	446
376	389	192	893	555	477
192	669	891	888	42	479
377	136	145	806	86	534
702	143	383	408	493	646
625	260	991	875	383	413
422	525	366	654	233	380
346	697	1	168	888	41
106	442	688	811	1000	907
523	162	936	276	172	498
732	489	561	616	139	70
839	93	116	470	893	133
608	795	602	291	279	310
578	614	591	611	466	77
820	86	483	500	957	763
878	15	62	57	615	612
45	636	664	48	555	985
292	488	928	630	257	922
259	742	16	18	403	515
514	344	451	794	86	131
250	674	62	254	393	513
53	394	929	689	565	970
426	111	941	769	72	985
257	367	967	222	392	201
109	162	110	375	501	829
973	884	878	407	172	363
48	196	884	143	829	678
847	583	644	753	281	669
566	927	780	524	636	577
485	344	845	814	291	524
600	827	319	608	933	567
973	146	791	200	276	674
472	479	97	378	899	802
21	237	162	307	499	115
841	916	59	340	666	273
689	986	688	583	117	138
424	691	261	306	225	872
22	866	101	589	45	492
959	971	402	778	830	426
267	112	967	523	514	232
407	881	659	646	581	178
865	236	519	549	793	951
867	61	860	798	507	678
887	255	43	451	460	149
589	822	772	460	119	19
572	285	433	591	704	189
43	798	880	561	62	501
901	857	449	592	337	35
644	969	27	701	761	794
67	545	225	112	499	339
165	435	504	255	491	636
819	626	157	335	659	955
861	280	583	275	43	210
113	655	17	149	419	417
471	67	485	136	433	808
464	789	820	777	367	639
544	392	527	301	390	902
114	663	186	566	232	631
560	881	849	739	182	426
598	165	202	221	854	458
678	852	850	242	401	699
293	819	336	833	106	543
113	451	321	244	29	192
868	468	317	144	100	325
143	480	79	720	377	182
665	4	394	765	72	645
856	435	149	700	992	989
788	697	74	842	56	615
385	735	44	767	611	984
129	179	2	638	692	274
507	830	836	201	690	384
184	221	784	480	858	930
463	820	312	842	831	970
255	518	286	557	199	521
948	149	821	773	390	403
529	392	975	947	596	237
35	367	611	819	905	902
636	778	298	880	664	493
971	357	503	61	358	553
867	947	589	500	613	896
720	411	155	870	410	197
712	204	812	227	144	659
614	529	839	701	527	197
635	684	550	724	129	67
308	639	990	302	841	116
112	112	445	542	263	29
701	626	129	533	290	941
462	428	314	169	81	706
828	168	986	333	824	632
813	696	160	54	688	774
404	293	453	615	474	180
933	756	225	583	785	841
935	285	978	778	892	271
14	148	948	662	40	585
714	390	822	29	343	736
478	614	168	217	336	589
880	940	74	232	485	952
11	347	305	503	861	724
921	315	62	707	598	112
34	699	84	258	275	272
689	107	63	698	16	573
473	925	362	204	393	423
145	829	31	480	849	643
199	55	441	590	993	309
314	10	503	412	489	810
197	730	95	560	648	290
75	938	60	349	513	139
666	272	280	574	700	830
766	70	539	905	338	192
747	89	744	562	362	178
242	670	35	209	822	626
759	837	942	657	61	929
550	484	619	982	830	350
671	968	776	175	693	279
516	688	535	398	384	41
753	371	412	817	666	57
61	150	138	390	169	368
6	828	559	198	566	998
606	692	119	292	912	36
783	218	2	202	917	327
825	47	777	817	279	199
762	438	646	881	172	816
617	753	566	571	583	792
79	634	649	521	58	702
111	817	530	820	465	685
114	950	316	825	819	919
781	889	643	224	376	111
485	529	877	589	457	504
288	267	94	175	56	31
726	686	703	519	795	531
126	501	22	257	342	780
307	815	683	893	612	955
591	968	807	829	2	955
715	93	876	988	261	42
917	114	877	87	553	781
277	403	831	27	379	738
103	176	806	793	394	146
500	382	838	836	545	973
537	854	297	628	319	555
8	307	894	762	31	471
903	515	153	209	70	411
251	981	753	971	137	665
23	1000	656	321	563	387
995	252	943	871	425	610
574	563	230	568	716	38
362	941	829	404	354	961
690	803	994	604	441	359
489	491	624	204	545	244
763	637	256	656	921	217
713	221	373	145	880	716
835	518	55	42	132	155
921	520	463	161	580	475
394	693	209	718	75	336
164	686	448	930	73	48
232	340	531	501	10	634
880	470	13	134	465	414
206	77	255	697	803	448
46	408	53	98	775	338
236	148	359	463	350	720
442	921	954	942	960	559
249	232	731	522	420	388
835	156	481	18	814	14
984	678	651	642	728	951
348	574	12	772	901	616
497	976	855	158	200	298
774	391	138	284	759	952
211	247	319	698	928	484
591	494	481	645	787	842
981	734	105	524	447	930
90	65	489	181	668	579
278	994	87	194	468	972
183	880	669	155	710	716
436	694	442	879	663	585
666	861	54	746	836	232
679	507	547	651	777	375
988	871	718	206	583	970
730	948	706	40	626	883
572	533	832	377	929	991
130	834	934	939	836	967
174	266	615	651	436	666
863	112	725	757	28	116
