433	94	728	892	12
462	813	999	62	987
18	104	254	197	326
217	686	51	579	157
764	198	230	933	603
309	102	539	905	459
50	268	439	763	825
811	680	252	287	532
446	204	365	721	742
104	689	814	663	381
166	676	728	570	331
935	735	320	887	951
89	304	511	217	350
809	401	223	743	58
5	498	411	350	643
242	466	9	113	839
31	752	402	911	542
507	129	748	430	31
89	64	392	366	254
269	779	469	845	720
324	392	204	493	904
959	480	209	725	531
587	84	5	645	396
166	790	393	980	689
156	767	709	701	794
999	669	212	264	646
267	376	233	259	879
562	845	121	443	441
125	944	399	856	251
963	692	183	588	607
477	718	393	19	810
433	732	355	833	287
636	663	341	11	448
435	898	44	970	911
684	260	612	104	13
101	958	69	258	528
260	223	715	131	574
751	951	309	329	203
631	618	496	144	867
149	750	181	445	492
982	649	38	559	663
548	406	519	555	531
654	322	367	273	32
980	943	509	636	721
262	238	258	315	955
103	680	721	398	235
177	622	347	702	221
994	588	699	447	118
475	929	395	374	114
507	189	354	404	15
994	153	313	687	813
360	369	235	245	147
865	155	660	672	318
658	256	41	972	982
714	978	602	133	837
440	232	835	469	466
253	371	89	26	555
32	281	405	212	204
888	565	730	157	618
96	459	805	103	1000
813	698	765	626	236
964	211	160	834	181
212	972	37	404	451
287	199	209	924	891
773	400	375	852	60
449	223	28	710	801
216	684	474	385	466
682	832	532	970	171
425	544	512	600	757
719	190	346	294	780
32	701	261	88	33
691	424	448	486	324
102	988	437	845	726
896	973	951	624	908
198	452	988	133	883
355	660	849	488	501
460	537	764	962	418
787	416	12	893	622
451	679	725	391	265
583	458	147	791	919
91	436	640	840	75
527	104	385	879	7
867	778	990	20	524
842	725	203	300	878
148	202	48	541	320
546	766	384	952	583
162	432	735	329	952
869	607	69	161	465
376	775	577	356	601
775	117	346	480	360
425	471	656	571	325
840	657	924	489	366
73	400	926	830	60
350	263	903	95	948
615	571	400	615	462
136	80	564	510	13
180	538	158	643	893
931	516	403	574	846
521	877	993	514	871
362	118	76	330	213
742	294	856	398	75
204	479	475	750	351
839	658	312	902	710
742	464	436	779	201
175	823	719	371	2
285	4	287	320	661
431	966	120	141	676
3	414	283	551	624
