87	34	2	34	36	8
49	48	11	45	51	64
41	51	87	86	67	48
84	4	46	87	21	75
28	76	16	79	60	77
17	85	38	81	29	43
42	42	11	42	11	11
42	93	56	24	50	42
78	34	45	65	15	38
38	53	83	19	35	18
38	3	79	23	56	22
61	86	5	33	42	29
56	94	91	25	16	12
49	25	37	1	38	22
91	91	48	91	48	48
74	68	2	48	39	24
94	66	7	53	6	11
58	58	58	58	58	58
93	97	44	14	15	21
6	15	19	85	36	38
22	39	86	48	28	27
1	31	71	53	60	80
93	44	73	17	31	6
44	7	44	44	7	7
4	31	28	95	79	44
79	51	74	75	61	53
45	17	31	51	64	38
84	23	95	76	15	47
2	76	98	35	49	18
81	54	46	63	27	53
94	53	64	14	61	27
7	32	82	31	67	34
53	74	13	74	14	15
86	24	6	74	20	21
64	11	3	84	18	19
99	24	69	69	80	23
49	97	14	15	76	66
63	8	88	45	29	62
85	64	4	25	16	30
12	64	68	12	12	56
34	99	97	14	29	64
9	24	89	77	71	35
69	28	74	74	13	13
51	62	64	74	39	29
84	91	65	9	6	38
17	66	68	45	37	20
81	68	89	21	74	28
23	81	79	4	52	15
43	94	49	99	14	7
22	54	64	28	68	6
8	36	46	35	38	52
37	37	37	37	37	37
4	26	44	99	74	30
95	58	95	68	71	67
31	52	32	41	15	41
31	67	54	87	24	74
48	66	27	61	78	46
12	64	51	34	62	38
31	37	1	84	16	56
19	33	7	63	63	40
24	66	24	24	63	27
41	84	8	84	54	34
94	81	68	74	17	17
21	19	96	44	61	79
82	59	86	71	70	68
94	33	14	36	43	54
75	14	68	58	44	18
57	15	48	97	52	68
64	68	66	64	64	26
47	57	46	68	49	75
57	42	66	34	56	22
12	8	8	12	12	8
44	61	98	64	51	68
46	36	73	41	65	14
56	84	21	31	75	74
11	54	26	79	17	27
33	74	25	52	80	58
52	32	92	24	34	64
12	18	13	47	28	60
66	79	44	94	33	47
1	56	17	96	8	32
17	87	51	8	70	13
95	25	8	62	62	62
35	15	56	7	43	10
16	86	97	25	20	21
55	56	59	8	43	80
68	73	47	27	38	51
23	25	74	77	41	58
54	27	27	54	54	27
33	34	62	45	74	58
19	16	57	27	11	79
23	34	88	97	79	41
62	6	31	84	29	6
81	15	38	45	54	76
96	9	28	43	52	71
44	23	85	69	12	47
54	31	18	8	65	38
85	1	73	85	29	59
23	51	5	38	25	28
99	32	84	37	42	79
84	49	65	16	71	26
94	94	95	28	22	79
89	84	57	23	57	36
2	19	5	96	72	61
34	87	76	92	24	9
11	84	12	64	17	53
32	45	56	29	31	7
14	99	45	64	27	71
24	94	58	94	78	7
57	68	75	56	79	52
35	94	18	4	30	10
43	54	83	4	9	80
46	8	7	11	51	52
55	92	26	4	56	57
37	5	84	48	47	49
37	65	18	89	48	73
38	93	98	11	12	70
64	15	39	61	53	44
12	19	56	24	9	8
61	11	16	82	53	79
62	52	83	1	20	76
91	34	8	32	38	6
63	54	52	51	63	73
84	26	19	69	9	50
72	29	61	54	34	50
51	71	44	34	75	29
68	45	99	35	28	27
35	5	42	26	56	75
89	2	85	84	11	59
82	16	97	4	9	59
84	66	48	5	7	19
62	87	77	85	8	54
4	87	48	32	20	7
49	65	34	91	28	50
7	52	32	45	29	21
34	72	97	58	74	6
12	26	62	81	50	46
44	34	87	55	78	73
31	57	66	84	34	14
23	38	67	81	16	64
68	14	35	47	16	35
56	9	76	23	63	18
71	94	77	29	37	63
83	51	74	11	28	61
69	89	93	36	26	78
25	95	44	65	79	49
99	93	4	92	13	75
99	46	67	69	40	19
84	51	77	24	19	65
37	49	1	2	75	33
49	39	14	45	71	46
57	57	71	84	57	33
87	54	15	33	17	72
45	31	55	72	13	57
69	69	47	63	26	39
9	84	23	25	67	15
27	7	44	31	39	13
74	54	73	19	61	21
88	94	86	86	11	49
85	98	8	42	15	32
21	24	5	45	33	60
34	33	23	53	23	79
96	4	54	68	7	33
1	37	92	65	77	65
15	84	18	49	37	41
12	39	6	36	71	68
84	96	45	54	39	29
44	69	87	71	20	52
64	5	42	89	80	67
79	78	94	93	18	23
84	91	35	69	55	54
99	5	18	54	14	48
97	21	74	4	56	21
79	58	29	81	53	10
13	68	64	34	72	7
88	68	8	26	39	32
16	79	79	16	79	16
95	3	85	37	18	61
89	25	65	24	45	11
4	37	37	74	74	11
77	94	56	22	21	16
98	86	91	2	55	6
75	61	75	11	72	10
13	64	4	15	34	55
82	9	51	24	80	33
98	22	55	94	70	76
36	33	14	54	77	59
93	8	77	76	71	72
34	94	56	94	66	40
12	86	28	31	50	80
87	5	24	34	20	13
27	74	24	29	23	23
24	54	37	95	41	26
85	17	76	55	70	72
39	62	86	65	54	29
75	36	8	66	52	12
83	98	84	23	44	26
4	14	3	96	69	38
84	19	32	93	37	30
21	21	61	61	61	21
9	81	34	42	16	74
74	82	94	13	54	10
14	4	55	49	11	36
99	62	55	51	52	15
96	53	54	29	17	49
93	4	25	14	13	20
47	41	14	65	32	61
84	82	53	18	34	21
96	24	56	94	33	77
2	66	96	1	42	35
7	66	9	3	23	16
55	53	97	18	78	67
64	81	96	48	37	59
74	37	67	8	53	58
56	23	95	29	46	20
68	24	29	31	69	55
47	36	53	75	72	42
6	64	48	34	24	29
57	48	21	27	59	59
91	21	54	93	60	9
43	95	1	3	13	12
85	4	47	59	76	62
56	48	38	78	24	19
71	66	33	82	79	44
37	77	56	18	66	75
4	21	12	3	21	35
32	66	91	22	48	29
15	44	16	34	55	45
68	68	72	72	68	72
23	25	45	42	40	77
89	94	18	57	37	16
22	74	59	94	69	35
14	38	89	13	29	46
65	36	93	22	32	48
83	97	71	19	31	8
13	25	43	15	19	13
31	3	9	69	21	46
84	61	59	11	29	14
32	14	29	6	57	37
3	54	81	62	33	16
7	1	7	76	28	23
54	2	69	32	24	36
7	63	88	26	77	49
54	26	29	63	79	39
54	2	26	19	65	49
64	89	9	53	30	47
79	79	79	79	79	79
7	87	19	29	64	48
15	8	11	11	14	33
18	66	65	28	62	71
33	77	62	17	45	62
73	32	56	6	39	23
85	65	55	4	19	71
28	62	1	18	34	23
91	53	97	72	31	31
21	18	24	24	27	54
44	59	14	45	39	19
14	17	45	84	17	59
37	97	85	83	37	16
26	92	84	46	71	9
21	74	65	42	34	27
31	18	4	53	35	31
7	93	24	64	17	75
69	92	7	14	71	79
